country,country_clean,region,is_developed,year,month,quarter,date,period,season,year_category,energy_source,energy_source_clean,source_category,energy_type,electricity_production_gwh,share_of_total,is_renewable,is_fossil,energy_intensity_category,is_outlier,is_negative,is_zero
Greece,Greece,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Hydro,Hydro,Renewable,Clean Energy,4602.096529,0.0927415492814527,True,False,Medium,False,False,False
Greece,Greece,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,18536.457659,0.368823381027245,False,True,High,False,False,False
Greece,Greece,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Net electricity production,Net Electricity Production,Other,Other,49426.364383,1.0,False,False,High,False,False,False
Greece,Greece,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Oil,Oil,Fossil Fuel,Conventional,2450.753108,0.0494894530071906,False,True,Medium,False,False,False
Greece,Greece,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Solar,Solar,Renewable,Clean Energy,7153.19244,0.1480812068150434,True,False,Medium,False,False,False
Greece,Greece,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,26791.601629,0.5321523053531506,False,True,High,False,False,False
Greece,Greece,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Wind,Wind,Renewable,Clean Energy,10879.47378,0.2270249384502182,True,False,High,False,False,False
Hungary,Hungary,Europe,False,2010,1,1,2010-01-01,2010-2014,Winter,Early 2010s,Coal,Coal,Fossil Fuel,Conventional,5808.546,0.1688103839337858,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2010,1,1,2010-01-01,2010-2014,Winter,Early 2010s,Hydro,Hydro,Renewable,Clean Energy,184.0,0.0054083874820728,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2010,1,1,2010-01-01,2010-2014,Winter,Early 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,10609.058,0.3029449562545859,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2010,1,1,2010-01-01,2010-2014,Winter,Early 2010s,Net electricity production,Net Electricity Production,Other,Other,34612.85,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2010,1,1,2010-01-01,2010-2014,Winter,Early 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,14799.001,0.4286169986840704,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2010,1,1,2010-01-01,2010-2014,Winter,Early 2010s,Oil,Oil,Fossil Fuel,Conventional,448.22399999999993,0.0131209590833995,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2010,1,1,2010-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,0.851,2.612479455903872e-05,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2010,1,1,2010-01-01,2010-2014,Winter,Early 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,19106.0,0.5509940331333932,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2010,1,1,2010-01-01,2010-2014,Winter,Early 2010s,Wind,Wind,Renewable,Clean Energy,522.998,0.0149544618139455,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2011,1,1,2011-01-01,2010-2014,Winter,Early 2010s,Coal,Coal,Fossil Fuel,Conventional,6103.617,0.183308177590983,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2011,1,1,2011-01-01,2010-2014,Winter,Early 2010s,Hydro,Hydro,Renewable,Clean Energy,215.999,0.0066580983690015,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2011,1,1,2011-01-01,2010-2014,Winter,Early 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,9916.874,0.2928127375380023,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2011,1,1,2011-01-01,2010-2014,Winter,Early 2010s,Net electricity production,Net Electricity Production,Other,Other,33533.444,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2011,1,1,2011-01-01,2010-2014,Winter,Early 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,14711.001,0.439107569910097,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2011,1,1,2011-01-01,2010-2014,Winter,Early 2010s,Oil,Oil,Fossil Fuel,Conventional,132.984,0.0040122702892087,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2011,1,1,2011-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,1.445,4.543153222637469e-05,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2011,1,1,2011-01-01,2010-2014,Winter,Early 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,17994.999,0.5356572686078324,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2011,1,1,2011-01-01,2010-2014,Winter,Early 2010s,Wind,Wind,Renewable,Clean Energy,610.0,0.0185316238023789,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2012,1,1,2012-01-01,2010-2014,Winter,Early 2010s,Coal,Coal,Fossil Fuel,Conventional,6027.584,0.1883811512120551,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2012,1,1,2012-01-01,2010-2014,Winter,Early 2010s,Hydro,Hydro,Renewable,Clean Energy,205.999,0.0064363074161082,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2012,1,1,2012-01-01,2010-2014,Winter,Early 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,8728.485,0.2660475300733843,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2012,1,1,2012-01-01,2010-2014,Winter,Early 2010s,Net electricity production,Net Electricity Production,Other,Other,32350.908,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2012,1,1,2012-01-01,2010-2014,Winter,Early 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,14818.0,0.4588637051176207,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2012,1,1,2012-01-01,2010-2014,Winter,Early 2010s,Oil,Oil,Fossil Fuel,Conventional,171.768,0.0053970150777658,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2012,1,1,2012-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,7.909,0.0002581200044133,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2012,1,1,2012-01-01,2010-2014,Winter,Early 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,16574.001,0.5114837597734766,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2012,1,1,2012-01-01,2010-2014,Winter,Early 2010s,Wind,Wind,Renewable,Clean Energy,745.0,0.0229581451807924,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2013,1,1,2013-01-01,2010-2014,Winter,Early 2010s,Coal,Coal,Fossil Fuel,Conventional,5788.936,0.2079423062131032,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2013,1,1,2013-01-01,2010-2014,Winter,Early 2010s,Hydro,Hydro,Renewable,Clean Energy,207.999,0.0074418489948787,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2013,1,1,2013-01-01,2010-2014,Winter,Early 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,5024.514,0.1757963330369268,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2013,1,1,2013-01-01,2010-2014,Winter,Early 2010s,Net electricity production,Net Electricity Production,Other,Other,28030.621,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2013,1,1,2013-01-01,2010-2014,Winter,Early 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,14438.999,0.516304288478826,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2013,1,1,2013-01-01,2010-2014,Winter,Early 2010s,Oil,Oil,Fossil Fuel,Conventional,70.72800000000001,0.0025518956910865,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2013,1,1,2013-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,24.621,0.0009206891146334,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2013,1,1,2013-01-01,2010-2014,Winter,Early 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,12637.0,0.4495962039056369,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2013,1,1,2013-01-01,2010-2014,Winter,Early 2010s,Wind,Wind,Renewable,Clean Energy,693.001,0.0246906236147594,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Coal,Coal,Fossil Fuel,Conventional,5461.305,0.2011304926533985,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Hydro,Hydro,Renewable,Clean Energy,294.001,0.010955738826464,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,3787.362,0.1380205152015317,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Net electricity production,Net Electricity Production,Other,Other,27141.001,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,14778.0,0.5443982652820866,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Oil,Oil,Fossil Fuel,Conventional,67.884,0.0025293694604087,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,64.999,0.0025037119377186,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,11320.999,0.4168426606073634,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Wind,Wind,Renewable,Clean Energy,633.999,0.0234737436688452,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Coal,Coal,Fossil Fuel,Conventional,5336.826,0.1893635979174012,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Hydro,Hydro,Renewable,Clean Energy,226.719,0.0082419173030225,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,4614.169,0.1617599531772675,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Net electricity production,Net Electricity Production,Other,Other,28150.033,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,14955.999,0.5323885030388932,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Oil,Oil,Fossil Fuel,Conventional,69.555,0.0025059536250623,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,138.999,0.0052151380416332,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,12100.0,0.427924804883688,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Wind,Wind,Renewable,Clean Energy,671.312,0.0241788018800472,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,5194.557,0.1757755641248974,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,253.308,0.008698146665901,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,5845.007,0.1968020090819146,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,29548.009,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,15162.0,0.5134620141741655,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,56.833,0.0018963382970357,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,241.0,0.0083315576868293,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,13155.997,0.4444587271198458,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,664.7,0.0226364484876604,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,4677.947,0.152644930662036,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Geothermal,Geothermal,Renewable,Clean Energy,1.0,0.0001758740233021,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,213.999,0.0070609991072622,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,7192.182,0.2323422047344091,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,30698.996,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,15215.0,0.4971157282709346,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,77.998,0.0024372636867372,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,345.999,0.0115531031444173,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,14110.002,0.4576855305622467,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,737.0,0.024057138814881,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,4423.5194870000005,0.1475345717801895,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Geothermal,Geothermal,Renewable,Clean Energy,6.0,0.0002039956020298,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,216.0,0.0074150334841211,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,6638.939578,0.2201818825515356,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,29865.999999,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,14855.0,0.4987063181224296,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,82.357623,0.0027954891393458,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,623.999999,0.0214733322013725,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,13449.000001,0.448219817630941,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,588.999999,0.0196843497151448,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,3855.332685,0.1200698021841874,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Geothermal,Geothermal,Renewable,Clean Energy,9.0,0.0002819792685557,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,213.0,0.0067140287071685,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,8016.58565,0.2461130434626547,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,32137.0,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,15402.000001,0.480215721641088,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,65.42271,0.0020588512263726,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,1485.0,0.047188169179832,True,False,Medium,False,False,False
Hungary,Hungary,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,14217.000002,0.4400090836844634,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,709.0,0.0223807695188871,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,3558.942311,0.1076340409190329,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Geothermal,Geothermal,Renewable,Clean Energy,8.0,0.0002443205212211,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,238.0,0.0072703771779425,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,8456.441333,0.2556086909225951,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,32914.0,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,15172.000002,0.4607385041340742,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,41.858967,0.0012779336293296,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,2440.999999,0.0757199765365251,True,False,Medium,False,False,False
Hungary,Hungary,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,14286.0,0.4324701998542823,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,636.0,0.0194969455402823,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Coal,Coal,Fossil Fuel,Conventional,2890.57624,0.0846858119204321,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Geothermal,Geothermal,Renewable,Clean Energy,5.540375,0.0001620229184729,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Hydro,Hydro,Renewable,Clean Energy,202.379031,0.0058823679061683,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,8883.20074,0.2602354971994238,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Net electricity production,Net Electricity Production,Other,Other,34184.837107,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,15110.007511,0.4415655968122788,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Oil,Oil,Fossil Fuel,Conventional,62.399463,0.0018140865281893,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Solar,Solar,Renewable,Clean Energy,3895.685228,0.1138149851412663,True,False,Medium,False,False,False
Hungary,Hungary,Europe,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,14193.165821,0.4157511192513862,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Wind,Wind,Renewable,Clean Energy,645.059142,0.0189233822529396,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Coal,Coal,Fossil Fuel,Conventional,2857.96288,0.0851456641878752,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Geothermal,Geothermal,Renewable,Clean Energy,2.358957,0.0002084231948306,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Hydro,Hydro,Renewable,Clean Energy,173.689514,0.0051698215535956,True,False,Low,False,False,False
Hungary,Hungary,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,8229.383024,0.2451879144864611,False,True,Medium,False,False,False
Hungary,Hungary,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Net electricity production,Net Electricity Production,Other,Other,33731.767383,1.0,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,14944.495278,0.4413993851832262,False,False,High,False,False,False
Hungary,Hungary,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Oil,Oil,Fossil Fuel,Conventional,49.724856,0.0014849546857612,False,True,Low,False,False,False
Hungary,Hungary,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Solar,Solar,Renewable,Clean Energy,4594.873742,0.1358791097548662,True,False,Medium,False,False,False
Hungary,Hungary,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,13289.10734,0.3958789010865797,False,True,High,False,False,False
Hungary,Hungary,Europe,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Wind,Wind,Renewable,Clean Energy,592.242553,0.0175701333284756,True,False,Low,False,False,False
IEA Total,IEA Total,,False,2010,1,1,2010-01-01,2010-2014,Winter,Early 2010s,Geothermal,Geothermal,Renewable,Clean Energy,35313.812,0.003429644116394,True,False,High,False,False,False
IEA Total,IEA Total,,False,2010,1,1,2010-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,30612.62,0.0029849153943379,True,False,High,False,False,False
IEA Total,IEA Total,,False,2011,1,1,2011-01-01,2010-2014,Winter,Early 2010s,Geothermal,Geothermal,Renewable,Clean Energy,35862.759,0.0034925783767686,True,False,High,False,False,False
IEA Total,IEA Total,,False,2011,1,1,2011-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,61989.921,0.0060709812204339,True,False,High,False,False,False
IEA Total,IEA Total,,False,2012,1,1,2012-01-01,2010-2014,Winter,Early 2010s,Geothermal,Geothermal,Renewable,Clean Energy,35550.125,0.0034627935115495,True,False,High,False,False,False
IEA Total,IEA Total,,False,2012,1,1,2012-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,92075.704,0.008992702400101,True,False,High,False,False,False
IEA Total,IEA Total,,False,2013,1,1,2013-01-01,2010-2014,Winter,Early 2010s,Geothermal,Geothermal,Renewable,Clean Energy,36738.053,0.0035798810099648,True,False,High,False,False,False
IEA Total,IEA Total,,False,2013,1,1,2013-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,117901.926,0.0115575791564484,True,False,Very High,False,False,False
IEA Total,IEA Total,,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Geothermal,Geothermal,Renewable,Clean Energy,38726.323,0.0037829095449591,True,False,High,False,False,False
IEA Total,IEA Total,,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,149212.315,0.0147077437407127,True,False,Very High,False,False,False
IEA Total,IEA Total,,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Geothermal,Geothermal,Renewable,Clean Energy,40807.718,0.0039739615241041,True,False,High,False,False,False
IEA Total,IEA Total,,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Geothermal,Geothermal,Renewable,Clean Energy,41759.568,0.0040395880239017,True,False,High,False,False,False
IEA Total,IEA Total,,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Geothermal,Geothermal,Renewable,Clean Energy,42745.308,0.0041215686917734,True,False,High,False,False,False
