country,country_clean,region,is_developed,year,month,quarter,date,period,season,year_category,energy_source,energy_source_clean,source_category,energy_type,electricity_production_gwh,share_of_total,is_renewable,is_fossil,energy_intensity_category,is_outlier,is_negative,is_zero
Colombia,Colombia,South America,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,8.947,0.0001297324915968,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,21699.775,0.3149254791572152,False,True,High,False,False,False
Colombia,Colombia,South America,False,2014,1,1,2014-01-01,2010-2014,Winter,Early 2010s,Wind,Wind,Renewable,Clean Energy,69.482,0.0010095601460555,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Coal,Coal,Fossil Fuel,Conventional,6653.61,0.0872627222335143,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Hydro,Hydro,Renewable,Clean Energy,47938.041,0.6299324254462567,True,False,High,False,False,False
Colombia,Colombia,South America,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,16849.865,0.2213078759097385,False,True,High,False,False,False
Colombia,Colombia,South America,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Net electricity production,Net Electricity Production,Other,Other,76121.996,1.0,False,False,High,False,False,False
Colombia,Colombia,South America,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Oil,Oil,Fossil Fuel,Conventional,3317.42,0.0435833052324205,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,8.947,0.0001177449118533,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,28107.51,0.3690630518364147,False,True,High,False,False,False
Colombia,Colombia,South America,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Wind,Wind,Renewable,Clean Energy,67.497,0.0008867651122751,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,5827.773,0.0786423840764323,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,48459.195,0.6489846889688592,True,False,High,False,False,False
Colombia,Colombia,South America,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,14917.598,0.2011582487876468,False,True,High,False,False,False
Colombia,Colombia,South America,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,74461.27,1.0,False,False,High,False,False,False
Colombia,Colombia,South America,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,3825.121,0.0519710018216746,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,8.947,0.0001200918188495,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,25942.506,0.3502130465144079,False,True,High,False,False,False
Colombia,Colombia,South America,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,50.622,0.0006821726978832,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,2986.283,0.0387357403298703,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,60637.188,0.783222378895156,True,False,High,False,False,False
Colombia,Colombia,South America,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,10327.329,0.1336217971186316,False,True,High,False,False,False
Colombia,Colombia,South America,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,77385.716,1.0,False,False,High,False,False,False
Colombia,Colombia,South America,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,2077.583,0.0268674746680388,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,14.247,0.0001843850622681,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,16731.232,0.2165541944326806,False,True,High,False,False,False
Colombia,Colombia,South America,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,3.049,5.8562414842731136e-05,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,4425.029411,0.057513323726434,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Geothermal,Geothermal,Renewable,Clean Energy,0.0,0.0,True,False,Low,False,False,True
Colombia,Colombia,South America,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,58188.131696,0.7481082270712843,True,False,High,False,False,False
Colombia,Colombia,South America,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,11314.011756,0.1459007892510602,False,True,High,False,False,False
Colombia,Colombia,South America,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,77688.150697,1.0,False,False,High,False,False,False
Colombia,Colombia,South America,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,0.0,0.0,False,False,Low,False,False,True
Colombia,Colombia,South America,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,2278.986444,0.0293790586528653,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,20.39,0.0002645210716688,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,19437.342999,0.251086165824727,False,True,High,False,False,False
Colombia,Colombia,South America,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,42.286,0.0005410860066959,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,7934.467087,0.102300222478586,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Geothermal,Geothermal,Renewable,Clean Energy,0.0,0.0,True,False,Low,False,False,True
Colombia,Colombia,South America,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,52977.54577,0.6774378565260529,True,False,High,False,False,False
Colombia,Colombia,South America,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,12797.429851,0.1642488623678157,False,True,High,False,False,False
Colombia,Colombia,South America,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,78078.70377,1.0,False,False,High,False,False,False
Colombia,Colombia,South America,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,0.0,0.0,False,False,Low,False,False,True
Colombia,Colombia,South America,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,2648.53669,0.0339568629671555,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,133.311999,0.001700987197985,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,24906.220001,0.3200671984562775,False,True,High,False,False,False
Colombia,Colombia,South America,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,61.626002,0.0007939578458466,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,9086.484708,0.1189753704587669,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Geothermal,Geothermal,Renewable,Clean Energy,0.0,0.0,True,False,Low,False,False,True
Colombia,Colombia,South America,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,48444.466998,0.6266007384940866,True,False,High,False,False,False
Colombia,Colombia,South America,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,14723.129533,0.1915631097769835,False,True,High,False,False,False
Colombia,Colombia,South America,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,77087.068494,1.0,False,False,High,False,False,False
Colombia,Colombia,South America,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,0.0,0.0,False,False,Low,False,False,True
Colombia,Colombia,South America,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,2546.425789,0.0331332096450326,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,194.636999,0.0025218685844903,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,28438.157497,0.3707550368236219,False,True,High,False,False,False
Colombia,Colombia,South America,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,9.807001,0.0001223561089525,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Coal,Coal,Fossil Fuel,Conventional,4712.713377,0.0593161816980025,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Geothermal,Geothermal,Renewable,Clean Energy,0.0,0.0,True,False,Low,False,False,True
Colombia,Colombia,South America,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Hydro,Hydro,Renewable,Clean Energy,58185.242884,0.7162397495785414,True,False,High,False,False,False
Colombia,Colombia,South America,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,13151.688383,0.1625500543919898,False,True,High,False,False,False
Colombia,Colombia,South America,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Net electricity production,Net Electricity Production,Other,Other,81054.105987,1.0,False,False,High,False,False,False
Colombia,Colombia,South America,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,0.0,0.0,False,False,Low,False,False,True
Colombia,Colombia,South America,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Oil,Oil,Fossil Fuel,Conventional,2540.518687,0.031423291601297,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Solar,Solar,Renewable,Clean Energy,323.701351,0.0039969750410748,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,22487.155456,0.2790427220873742,False,True,High,False,False,False
Colombia,Colombia,South America,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Wind,Wind,Renewable,Clean Energy,58.006294,0.0007205532678763,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Coal,Coal,Fossil Fuel,Conventional,3119.616609,0.0372552254020401,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Hydro,Hydro,Renewable,Clean Energy,62762.476129,0.7375403572187476,True,False,High,False,False,False
Colombia,Colombia,South America,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,13664.203255,0.1609453638179806,False,True,High,False,False,False
Colombia,Colombia,South America,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Net electricity production,Net Electricity Production,Other,Other,85004.962644,1.0,False,False,High,False,False,False
Colombia,Colombia,South America,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Oil,Oil,Fossil Fuel,Conventional,2736.625294,0.032219946925976,False,True,Medium,False,False,False
Colombia,Colombia,South America,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Solar,Solar,Renewable,Clean Energy,474.417453,0.0055721063737538,True,False,Low,False,False,False
Colombia,Colombia,South America,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,21698.459702,0.256067624914311,False,True,High,False,False,False
Colombia,Colombia,South America,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Wind,Wind,Renewable,Clean Energy,69.609358,0.000819911470009,True,False,Low,False,False,False
Costa Rica,Costa Rica,,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Geothermal,Geothermal,Renewable,Clean Energy,1465.027998,0.1176615115085523,True,False,Medium,False,False,False
Costa Rica,Costa Rica,,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Hydro,Hydro,Renewable,Clean Energy,9189.376002,0.7334080040458723,True,False,Medium,False,False,False
Costa Rica,Costa Rica,,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Net electricity production,Net Electricity Production,Other,Other,12504.000003,1.0,False,False,High,False,False,False
Costa Rica,Costa Rica,,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Oil,Oil,Fossil Fuel,Conventional,2.859867,0.0002236125886846,False,True,Low,False,False,False
Costa Rica,Costa Rica,,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Solar,Solar,Renewable,Clean Energy,82.313001,0.0066162867073042,True,False,Low,False,False,False
Costa Rica,Costa Rica,,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,193.983,0.015895702516671,False,True,Low,False,False,False
Costa Rica,Costa Rica,,False,2021,1,1,2021-01-01,2018-2022,Winter,Late 2010s,Wind,Wind,Renewable,Clean Energy,1573.299998,0.1264184948989973,True,False,Medium,False,False,False
Costa Rica,Costa Rica,,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Geothermal,Geothermal,Renewable,Clean Energy,1480.547109,0.1187492809793188,True,False,Medium,False,False,False
Costa Rica,Costa Rica,,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Hydro,Hydro,Renewable,Clean Energy,9361.373581,0.7454248720596711,True,False,Medium,False,False,False
Costa Rica,Costa Rica,,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Net electricity production,Net Electricity Production,Other,Other,12513.653752,1.0,False,False,High,False,False,False
Costa Rica,Costa Rica,,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Oil,Oil,Fossil Fuel,Conventional,94.205109,0.0077461188237056,False,True,Low,False,False,False
Costa Rica,Costa Rica,,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Solar,Solar,Renewable,Clean Energy,73.28461,0.0058833041630381,True,False,Low,False,False,False
Costa Rica,Costa Rica,,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,229.18799,0.0189043669280945,False,True,Low,False,False,False
Costa Rica,Costa Rica,,False,2022,1,1,2022-01-01,2018-2022,Winter,Late 2010s,Wind,Wind,Renewable,Clean Energy,1369.26046,0.1110381756991004,True,False,Medium,False,False,False
Croatia,Croatia,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Coal,Coal,Fossil Fuel,Conventional,2089.063,0.1910697713651105,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Hydro,Hydro,Renewable,Clean Energy,6521.999,0.587927759862539,True,False,Medium,False,False,False
Croatia,Croatia,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,1082.516,0.0990090563592967,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Net electricity production,Net Electricity Production,Other,Other,10983.0,1.0,False,False,High,False,False,False
Croatia,Croatia,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Oil,Oil,Fossil Fuel,Conventional,199.864,0.0182799493441093,False,True,Low,False,False,False
Croatia,Croatia,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Solar,Solar,Renewable,Clean Energy,57.0,0.0059205299796478,True,False,Low,False,False,False
Croatia,Croatia,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,3611.998,0.3303603271935958,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2015,1,1,2015-01-01,2010-2014,Winter,Early 2010s,Wind,Wind,Renewable,Clean Energy,792.001,0.0757912446250271,True,False,Low,False,False,False
Croatia,Croatia,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,2351.48,0.1931262663550991,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,6966.999,0.5637212492805446,True,False,Medium,False,False,False
Croatia,Croatia,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,1436.613,0.1179885296872075,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,12284.001,1.0,False,False,High,False,False,False
Croatia,Croatia,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,62.5,0.005133082591903,False,True,Low,False,False,False
Croatia,Croatia,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,66.0,0.0057853935047526,True,False,Low,False,False,False
Croatia,Croatia,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,4241.0,0.3483118727084278,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2016,1,1,2016-01-01,2015-2017,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,1010.0,0.0821813473864197,True,False,Medium,False,False,False
Croatia,Croatia,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,1265.72,0.1374298121760938,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,5437.8,0.4690770085015361,True,False,Medium,False,False,False
Croatia,Croatia,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,2860.952,0.2557653450266301,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,11522.899,1.0,False,False,High,False,False,False
Croatia,Croatia,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,194.705,0.0155486974539551,False,True,Low,False,False,False
Croatia,Croatia,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,78.698,0.0079480932223745,True,False,Low,False,False,False
Croatia,Croatia,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,4808.002,0.4187238174231364,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2017,1,1,2017-01-01,2015-2017,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,1198.401,0.1042513344381976,True,False,Medium,False,False,False
Croatia,Croatia,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,1336.018573,0.1064416107408619,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Geothermal,Geothermal,Renewable,Clean Energy,1.400004,0.0001108404083924,True,False,Low,False,False,False
Croatia,Croatia,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,7697.1,0.5724268304204864,True,False,Medium,False,False,False
Croatia,Croatia,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,2065.098788,0.1572940719718701,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,13181.600001,1.0,False,False,High,False,False,False
Croatia,Croatia,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,0.0,0.0,False,False,Low,False,False,True
Croatia,Croatia,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,63.002389,0.0051677446707636,False,True,Low,False,False,False
Croatia,Croatia,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,74.899998,0.006316700202258,True,False,Low,False,False,False
Croatia,Croatia,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,4078.599999,0.3176957526832804,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2018,1,1,2018-01-01,2015-2017,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,1329.599999,0.1034498762276228,True,False,Medium,False,False,False
Croatia,Croatia,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,1510.597677,0.1309596912999092,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Geothermal,Geothermal,Renewable,Clean Energy,73.8,0.006659187734703,True,False,Low,False,False,False
Croatia,Croatia,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,5854.099999,0.4625456503079446,True,False,Medium,False,False,False
Croatia,Croatia,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,2422.8166,0.2013229680868119,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,12250.099999,1.0,False,False,High,False,False,False
Croatia,Croatia,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,0.0,0.0,False,False,Low,False,False,True
Croatia,Croatia,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,35.198750000000004,0.0030412601443945,False,True,Low,False,False,False
Croatia,Croatia,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,82.89999900000001,0.0076253996377847,True,False,Low,False,False,False
Croatia,Croatia,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,4778.0,0.4042657044270114,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2019,1,1,2019-01-01,2018-2022,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,1461.300001,0.118904057968056,True,False,Medium,False,False,False
Croatia,Croatia,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Coal,Coal,Fossil Fuel,Conventional,1124.883272,0.085825116494235,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Geothermal,Geothermal,Renewable,Clean Energy,76.299998,0.0063378170636964,True,False,Low,False,False,False
Croatia,Croatia,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Hydro,Hydro,Renewable,Clean Energy,5747.6,0.4360689858494086,True,False,Medium,False,False,False
Croatia,Croatia,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Natural gas,Natural Gas,Fossil Fuel,Conventional,3181.029955,0.2482191001044178,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Net electricity production,Net Electricity Production,Other,Other,12875.1,1.0,False,False,High,False,False,False
Croatia,Croatia,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Nuclear,Nuclear,Nuclear,Clean Energy,0.0,0.0,False,False,Low,False,False,True
Croatia,Croatia,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Oil,Oil,Fossil Fuel,Conventional,31.745514,0.0028233392937122,False,True,Low,False,False,False
Croatia,Croatia,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Solar,Solar,Renewable,Clean Energy,95.300002,0.0084761288770532,True,False,Low,False,False,False
Croatia,Croatia,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Total combustible fuels,Total Combustible Fuels,Fossil Fuel,Conventional,5243.1,0.4104368089355609,False,True,Medium,False,False,False
Croatia,Croatia,Europe,False,2020,1,1,2020-01-01,2018-2022,Winter,Mid 2010s,Wind,Wind,Renewable,Clean Energy,1712.799999,0.1386802591252964,True,False,Medium,False,False,False
